Numer klatki	Handpose	Gest (SIL)	Gest (etykieta)
1		
2		
3		
4		
5		
6		
7		
8		
9		
10		
11		
12		
13		
14		
15		
16		
17		
18		
19		
20		
21		
22		
23		
24		
25		
26		
27		
28		
29		
30		
31		
32		
33		
34		
35		
36		
37		
38		
39		
40		
41		
42		
43		
44		
45		
46		
47		
48		
49		
50	One finger	
51	Palm	
52	One finger	
53	Fist	
54	Palm	
55	Fist	
56	Palm	
57	Palm	
58	Palm	
59	One finger	
60	One finger	
61	One finger	
62	Fist	
63	Fist	
64	Fist	
65	Fist	
66	Fist	
67	Fist	
68	Fist	
69	Fist	
70	Fist	
71	Fist	
72	Fist	
73	Fist	
74	Fist	
75	Fist	
76	Fist	
77	Fist	
78	Fist	
79	Fist	
80	Fist	
81	Fist	Fist
82	Fist	
83	Fist	
84	Fist	
85	Fist	
86	Fist	
87	Fist	
88	Fist	
89	Fist	
90	Fist	
91	Fist	
92	Fist	
93	Fist	
94	Fist	
95	Fist	
96	Fist	
97	Fist	
98	Fist	
99	Fist	
100	Fist	
101	Fist	Fist
102	Fist	
103	Fist	
104	Fist	
105	Fist	
106	Fist	
107	Fist	
108	Fist	
109	Fist	
110	Fist	
111	Fist	
112	Fist	
113	Fist	
114	Fist	
115	Fist	
116	Fist	
117	Fist	
118	Fist	
119	Fist	
120	Fist	
121	Fist	Fist
122	Fist	
123	Fist	
124	Fist	
125	Fist	
126	Fist	
127	Fist	
128	Fist	
129	Fist	
130	Fist	
131	Fist	
132	Fist	
133	Fist	
134	Fist	
135	Fist	
136	Fist	
137	Fist	
138	Fist	
139	Fist	
140	Fist	
141	Fist	Fist
142	Fist	
143	Fist	
144	Fist	
145	Fist	
146	Fist	
147	Fist	
148	Fist	
149	Fist	
150	Fist	
151	Fist	
152	Fist	
153	Fist	
154	Fist	
155	Fist	
156	Fist	
157	Fist	
158	Fist	
159	Fist	
160	Fist	
161	Fist	Fist
162	Fist	
163	Fist	
164	Fist	
165	Fist	
166	Fist	
167	Fist	
168	Fist	
169	Fist	
170	Fist	
171	Fist	
172	One finger	
173	One finger	
174	One finger	
175	Palm	
176	Palm	
177	Palm	
178	Palm	
179	Palm	
180	Palm	
181	Palm	
182	Palm	
183	Palm	
184	Palm	
185	Palm	
186	Palm	
187	Palm	
188	Palm	
189	Palm	
190	Palm	
191	Palm	
192	Palm	
193	Palm	
194	Palm	Palm
195	Palm	
196	Palm	
197	Palm	
198	Palm	
199	Palm	
200	Palm	
201	Palm	
202	Palm	
203	Palm	
204	Palm	
205	Palm	
206	Palm	
207	Palm	
208	Palm	
209	Palm	
210	Palm	
211	Palm	
212	Palm	
213	Palm	
214	Palm	Palm
215	Palm	
216	Palm	
217	Palm	
218	Palm	
219	Palm	
220	Palm	
221	Palm	
222	Palm	
223	Palm	
224	Palm	
225	Palm	
226	Palm	
227	Palm	
228	Palm	
229	Palm	
230	Palm	
231	Palm	
232	Palm	
233	Palm	
234	Palm	Palm
235	Palm	
236	Palm	
237	Palm	
238	Palm	
239	Palm	
240	Palm	
241	Palm	
242	Palm	
243	Palm	
244	Palm	
245	Palm	
246	Palm	
247	Palm	
248	Palm	
249	Palm	
250	Palm	
251	Palm	
252	Palm	
253	Palm	
254	Palm	Palm
255	Palm	
256	Palm	
257	Palm	
258	Palm	
259	Palm	
260	Palm	
261	Palm	
262	Palm	
263	Palm	
264	Palm	
265	Palm	
266	Palm	
267	Palm	
268	Palm	
269	Palm	
270	Palm	
271	Palm	
272	Palm	
273	Palm	
274	Palm	Palm
275	Palm	
276	Palm	
277	Palm	
